,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
9647,0,39.7,16.8,1,0,0,1,2.0,False,0,1,1
9651,0,51.1,3.0,1,0,0,0,1.0,False,0,0,1
9652,1,35.0,5.8,1,0,0,0,3.0,False,1,0,1
9654,3,47.4,8.4,1,0,0,1,5.0,False,1,1,1
9655,0,25.1,2.6,1,0,0,0,1.0,False,1,0,0
9656,2,36.3,1.8,1,0,0,0,4.0,False,1,1,1
9657,0,60.3,30.4,1,0,0,0,2.0,False,1,0,1
9659,0,65.1,,1,0,0,0,2.0,False,0,0,1
9672,0,27.1,8.3,1,1,0,0,2.0,False,0,0,1
9673,0,33.0,4.3,1,0,0,0,2.0,False,1,1,1
9677,0,27.6,1.3,1,0,1,1,2.0,False,0,0,1
9686,0,35.5,2.5,1,0,0,0,2.0,False,1,0,1
9688,0,58.9,,1,0,1,0,2.0,False,0,0,1
9689,1,37.7,17.2,1,0,0,0,3.0,False,1,0,0
9691,0,43.5,0.6,1,1,1,0,2.0,False,0,0,1
9694,0,50.9,11.3,1,0,0,0,2.0,False,0,0,1
9704,1,43.4,6.3,1,0,0,0,3.0,False,0,1,1
9706,0,50.0,9.0,1,0,0,0,1.0,False,0,0,1
9708,0,45.5,12.7,1,0,0,0,1.0,False,0,0,1
9709,0,53.6,,1,0,1,0,2.0,False,1,1,1
9710,0,44.3,8.5,1,1,1,0,1.0,False,0,0,0
9711,1,31.1,1.2,1,0,0,0,3.0,False,1,1,1
9712,0,47.2,11.0,1,0,0,0,2.0,False,0,0,1
9713,0,52.8,,1,0,0,0,2.0,False,0,0,1
9716,0,26.8,3.7,1,0,0,1,1.0,False,1,1,1
9717,0,44.5,2.4,1,0,0,0,2.0,False,1,1,1
9718,0,26.5,1.3,1,0,1,0,2.0,False,0,0,1
9719,0,57.1,4.0,1,0,0,0,2.0,False,0,0,1
9720,0,50.9,29.9,1,0,0,0,2.0,False,1,0,1
9721,0,47.0,4.5,1,0,1,1,2.0,False,1,0,1
9722,0,55.4,,1,0,0,0,2.0,False,0,0,1
9723,1,33.8,11.2,1,0,0,0,2.0,False,0,0,0
9724,1,43.5,24.7,1,1,0,0,2.0,False,0,0,0
9725,0,25.6,2.3,1,1,1,0,2.0,False,1,0,1
9726,1,31.2,3.0,1,0,0,1,3.0,False,1,0,1
9727,0,56.0,0.9,1,0,0,0,2.0,False,1,1,1
9728,0,38.9,9.1,1,0,0,0,2.0,False,0,1,1
9729,0,36.9,8.3,1,0,0,0,1.0,False,0,0,1
9730,1,35.0,9.1,1,0,0,1,3.0,False,0,0,1
9735,0,54.5,9.5,1,1,0,0,2.0,False,0,0,0
9736,0,38.7,1.0,1,0,0,1,2.0,False,0,0,1
9737,0,28.4,3.5,1,1,0,0,2.0,False,1,0,0
9744,0,34.0,10.1,1,0,0,0,2.0,False,0,1,0
9747,0,57.2,10.4,1,0,0,0,2.0,False,0,0,0
9752,0,51.5,1.0,1,0,0,0,2.0,False,0,0,1
9753,1,30.0,1.3,1,0,0,0,2.0,False,0,0,1
9754,0,28.9,7.5,1,0,0,0,2.0,False,0,1,1
9755,0,53.3,,1,0,0,0,2.0,False,0,0,1
9756,0,47.7,0.5,1,0,1,0,2.0,False,0,0,1
9757,2,28.2,5.6,1,0,0,1,4.0,False,0,1,1
9758,0,56.0,20.0,1,0,1,0,1.0,False,0,0,1
9759,0,60.3,,1,0,0,0,2.0,False,0,0,1
9760,0,46.1,,1,0,1,0,2.0,False,1,1,0
9761,0,63.0,,1,0,0,0,2.0,False,0,1,1
9762,0,64.9,1.9,1,1,1,0,2.0,False,0,0,1
9763,0,54.5,13.6,1,0,1,0,2.0,False,0,1,0
9764,0,27.9,1.5,1,0,1,0,1.0,False,1,1,0
9765,0,26.9,8.2,1,1,0,0,2.0,False,1,1,0
9768,0,60.0,,1,0,0,0,2.0,False,0,0,0
9770,0,45.7,0.3,1,0,0,0,2.0,False,0,0,1
9771,0,40.3,4.8,1,0,0,0,1.0,False,0,0,1
9772,1,39.7,1.0,1,0,0,1,3.0,False,0,0,1
9773,0,29.4,0.6,1,0,0,0,2.0,True,1,1,1
9774,0,42.1,17.9,1,0,0,0,2.0,False,0,1,1
9775,0,59.8,1.0,1,0,1,0,1.0,False,0,0,1
9776,0,54.4,,1,0,0,0,2.0,False,0,0,1
9777,0,57.9,25.7,1,0,1,0,2.0,False,0,0,0
9778,0,42.0,,1,0,0,0,2.0,False,1,0,0
9779,0,46.9,8.8,1,0,0,0,2.0,False,0,0,1
9780,2,42.1,9.1,1,0,0,0,4.0,False,1,1,1
9781,0,61.2,,1,0,0,0,2.0,False,0,0,0
9782,0,53.9,9.5,1,0,0,0,1.0,False,0,0,0
9783,0,37.4,15.9,1,0,1,0,2.0,False,0,0,1
9784,1,51.5,13.9,1,0,0,0,3.0,False,0,1,1
9785,0,40.0,10.3,1,1,1,0,2.0,False,1,1,1
9786,0,55.1,22.0,1,1,0,0,2.0,False,1,1,1
9787,0,54.9,2.3,1,0,0,0,2.0,False,0,0,1
9788,0,42.5,24.2,1,0,0,0,1.0,False,0,0,1
9789,2,29.1,0.3,1,0,0,0,4.0,False,1,1,1
9791,0,58.0,,1,0,0,0,1.0,False,0,0,1
9792,1,42.6,8.9,1,0,0,0,3.0,False,1,1,1
9793,1,34.9,9.6,1,0,0,0,3.0,False,0,1,1
9794,1,32.1,6.3,1,0,0,0,3.0,False,0,0,0
9795,0,44.8,12.4,1,0,0,0,2.0,False,1,1,1
9797,1,44.1,13.5,1,0,0,0,3.0,False,1,0,0
9798,2,45.1,11.2,1,0,0,0,4.0,False,1,1,0
9800,1,56.0,,1,0,1,0,3.0,False,0,1,1
9801,0,38.6,2.9,1,0,0,0,2.0,False,0,0,1
9802,0,42.6,2.4,1,1,0,0,2.0,False,0,0,1
9804,0,54.2,,1,0,0,0,1.0,False,1,1,1
9806,0,43.1,1.4,1,0,0,1,2.0,False,1,0,1
9807,0,29.8,2.1,1,0,0,1,2.0,False,1,0,1
9808,0,47.8,13.3,1,0,0,1,2.0,False,0,0,1
9809,0,64.1,3.5,1,0,1,0,2.0,False,0,1,1
9810,0,60.0,,1,0,1,0,2.0,False,0,0,1
9811,0,38.3,7.8,1,1,0,0,2.0,False,0,0,1
9812,0,54.5,9.9,1,1,0,0,2.0,False,0,0,1
9813,0,45.7,19.7,1,0,0,0,2.0,False,0,1,0
9814,0,63.8,14.9,1,0,0,0,2.0,False,1,0,1
9815,1,52.4,2.4,1,0,0,0,2.0,False,0,0,1
9816,0,59.3,,1,0,0,0,2.0,False,0,0,1
9817,0,64.0,,1,0,1,0,2.0,False,0,0,1
9818,2,28.6,5.4,1,0,0,1,4.0,False,0,0,0
9819,0,35.9,10.2,1,1,1,0,2.0,False,0,1,1
9820,0,65.1,,1,0,0,0,2.0,False,0,0,1
9821,0,46.4,5.3,1,0,0,0,2.0,False,0,0,1
9822,0,48.3,15.5,1,0,1,0,2.0,False,0,0,1
9823,0,40.6,8.1,1,0,1,0,2.0,False,0,0,1
9824,0,37.1,5.9,1,0,0,0,1.0,False,0,1,0
9825,0,52.3,16.8,1,0,0,0,2.0,False,1,0,1
9826,1,42.3,1.2,1,0,0,0,3.0,False,0,0,1
9827,0,27.6,4.5,1,1,1,0,2.0,False,0,0,0
9828,0,57.1,,1,0,0,0,2.0,False,0,0,1
9829,0,33.2,3.4,1,0,0,0,2.0,False,0,0,1
9830,0,41.2,5.8,1,0,0,0,2.0,False,0,1,1
9831,0,36.9,14.5,1,1,1,0,2.0,False,0,0,1
9832,0,48.6,18.9,1,0,0,0,2.0,False,0,0,1
9833,2,48.2,2.6,1,0,0,0,4.0,False,0,1,1
9834,0,42.2,3.3,1,0,1,0,2.0,False,0,1,1
9835,0,59.0,37.6,1,0,0,0,1.0,False,0,0,1
9836,0,32.4,8.9,1,0,0,0,2.0,False,1,1,1
9837,0,41.3,15.3,1,0,0,0,2.0,False,0,1,1
9838,0,39.7,1.3,1,1,0,0,2.0,True,0,0,0
9839,0,31.7,3.9,1,1,1,0,2.0,False,1,1,0
9840,0,41.9,2.4,1,1,1,1,1.0,False,0,1,0
9841,0,28.5,6.0,1,0,1,0,2.0,False,0,0,0
9842,0,54.1,27.2,1,1,1,0,1.0,False,0,1,0
9843,0,59.9,,1,0,0,0,2.0,False,0,1,0
9844,0,51.8,3.8,1,0,0,0,1.0,False,0,0,1
9845,0,46.5,8.0,1,0,0,0,2.0,False,0,0,1
9846,3,29.7,3.0,1,0,0,0,5.0,False,1,1,0
9847,0,54.8,,1,0,1,0,2.0,False,0,0,1
9848,0,55.6,1.5,1,0,0,0,2.0,False,1,1,1
9849,1,42.6,1.6,1,0,0,0,3.0,False,0,0,1
9850,0,43.3,11.3,1,0,1,1,1.0,False,1,0,1
9851,0,49.4,3.3,1,1,1,0,1.0,False,1,1,0
9852,0,45.8,15.8,1,1,0,0,2.0,False,0,0,0
9853,0,55.6,2.1,1,0,1,1,2.0,False,1,0,0
9854,0,54.6,,1,0,0,0,2.0,False,0,0,1
9855,0,29.0,0.3,1,0,0,0,1.0,False,1,1,0
9857,0,57.1,11.0,1,0,1,0,2.0,False,0,0,1
9858,0,54.9,11.9,1,0,0,0,2.0,False,1,1,0
9859,0,53.3,5.4,1,0,0,0,2.0,False,0,0,1
9860,0,31.7,4.0,1,0,1,0,1.0,False,0,0,1
9861,0,58.4,,1,0,0,0,2.0,False,0,0,0
9862,0,58.6,,1,0,0,1,2.0,False,0,0,0
9863,0,66.7,,1,0,0,0,1.0,False,0,0,1
9864,1,26.8,3.9,1,0,0,1,3.0,False,1,0,1
9865,0,48.4,4.7,1,1,1,0,2.0,False,0,1,1
9866,1,34.3,10.3,1,0,1,1,3.0,False,0,0,1
9867,0,39.9,8.9,1,0,1,1,2.0,False,0,1,1
9868,3,43.3,23.4,1,0,1,1,5.0,False,0,0,1
9869,0,56.8,3.0,1,1,1,0,2.0,False,0,1,1
9870,0,31.0,3.1,1,1,1,0,1.0,False,1,0,1
9871,0,57.3,3.0,1,0,0,1,2.0,False,1,1,1
9872,0,53.0,,1,0,0,0,2.0,False,0,0,1
9873,0,62.8,5.5,1,0,0,0,2.0,False,0,0,1
9875,0,47.6,4.7,1,1,1,0,2.0,False,0,0,1
9876,0,41.5,12.6,1,0,0,0,2.0,False,0,0,1
9877,0,41.8,6.9,1,0,0,0,2.0,False,0,0,1
9878,0,28.8,1.1,1,0,0,0,1.0,False,1,0,1
9879,1,48.9,6.7,1,0,0,0,3.0,False,0,1,1
9880,0,54.1,2.0,1,1,0,1,2.0,False,1,1,0
9881,0,31.5,10.2,1,1,1,0,2.0,False,1,1,0
9882,0,53.4,1.6,1,0,0,0,2.0,False,0,0,1
9883,1,28.2,6.4,1,0,0,0,2.0,False,0,1,1
9884,1,43.3,1.3,1,0,0,0,3.0,False,1,0,0
9885,0,41.2,0.8,1,0,0,0,2.0,False,1,0,1
9886,0,34.7,1.1,1,0,0,0,2.0,False,1,1,0
9888,0,46.3,1.2,1,0,0,0,2.0,False,0,0,1
9890,2,42.4,19.2,1,0,0,0,4.0,False,1,1,1
9892,1,29.9,1.1,1,0,0,0,2.0,False,0,1,1
9893,0,55.2,9.8,1,0,0,0,2.0,False,0,0,1
9894,0,52.1,7.2,1,0,0,0,1.0,False,0,0,1
9895,0,58.0,,1,0,0,0,1.0,False,1,0,1
9896,0,58.4,20.6,1,0,0,0,2.0,False,0,0,1
9897,1,36.4,0.9,1,0,0,1,3.0,False,0,0,1
9898,0,57.1,7.4,1,0,0,0,2.0,False,1,1,1
9899,0,57.0,5.0,1,0,0,1,2.0,False,1,0,1
9900,0,57.3,24.0,1,0,1,0,2.0,False,0,1,0
9901,0,60.1,,1,0,0,0,1.0,False,0,0,1
9902,0,41.2,14.3,1,1,1,1,2.0,False,0,1,1
9904,0,28.6,3.1,1,0,0,1,2.0,False,1,1,1
9905,0,48.8,5.0,1,0,0,0,2.0,False,0,1,1
9906,0,61.7,,1,0,1,0,2.0,False,0,0,1
9907,0,34.4,11.9,1,1,1,1,2.0,False,0,1,0
9908,0,40.5,9.1,1,0,0,0,1.0,False,1,0,1
9909,0,55.4,3.4,1,0,1,1,2.0,False,0,0,1
9910,1,46.6,0.8,1,1,1,0,2.0,False,0,0,1
9911,2,34.1,5.9,1,0,0,0,4.0,True,1,1,1
9912,1,35.2,0.3,1,0,1,0,3.0,False,0,0,1
9913,0,37.9,7.6,1,0,0,0,2.0,False,0,0,0
9914,0,52.0,10.2,1,0,0,0,1.0,False,0,0,0
9916,2,37.9,0.6,1,0,0,1,4.0,False,0,1,1
9917,1,30.1,9.6,1,0,0,1,3.0,False,0,0,1
9918,0,46.7,20.1,1,0,0,0,2.0,False,0,0,1
9919,0,60.2,21.0,1,1,1,0,1.0,False,0,0,1
9920,0,34.5,4.0,1,0,0,0,1.0,False,0,0,1
9921,0,42.1,0.9,1,0,0,0,2.0,False,0,0,1
9922,1,33.6,13.4,1,1,1,0,3.0,False,0,0,1
9923,1,34.5,9.9,1,0,0,1,2.0,False,0,0,0
9924,0,62.3,,1,0,0,0,2.0,False,0,0,1
9925,0,45.1,3.6,1,0,1,0,1.0,False,0,0,1
9926,0,55.3,7.1,1,0,0,0,2.0,False,1,0,1
9927,1,29.9,3.8,1,0,0,0,2.0,False,0,1,1
9928,0,41.6,19.4,1,0,0,0,2.0,False,0,1,1
9929,0,50.4,2.2,1,0,1,0,2.0,False,0,0,1
9930,0,58.3,,1,0,0,1,2.0,False,0,0,1
9932,0,52.0,8.3,1,1,1,0,1.0,False,0,0,1
9933,0,60.7,,1,0,0,0,2.0,False,0,0,1
9934,0,54.0,8.3,1,0,0,1,2.0,False,0,1,1
9936,1,37.5,3.3,1,0,0,0,2.0,False,0,0,1
9937,0,40.1,,1,0,1,1,2.0,False,0,0,1
9938,0,57.0,,1,0,1,0,2.0,False,0,0,1
9939,2,40.3,4.6,1,0,1,0,4.0,False,1,1,1
9940,0,59.9,15.5,1,1,1,0,2.0,False,0,1,1
9942,1,46.0,3.6,1,0,0,0,3.0,False,1,1,1
9944,0,54.1,5.9,1,0,0,0,2.0,False,0,1,1
9945,0,57.7,3.0,1,1,0,0,2.0,False,1,0,1
9946,0,51.7,8.3,1,0,0,0,2.0,False,0,0,0
9947,0,39.5,3.2,1,0,0,0,2.0,False,0,0,0
9949,0,39.2,8.2,1,0,0,1,2.0,False,0,1,1
9950,0,33.0,12.8,1,0,0,0,2.0,False,1,0,0
9951,0,31.0,1.3,1,1,1,0,1.0,False,0,0,1
9952,0,37.0,3.1,1,0,0,0,2.0,False,0,0,1
9953,1,42.2,12.8,1,1,0,0,3.0,False,0,0,0
9954,0,39.0,7.9,1,1,0,0,2.0,False,0,0,0
9955,0,46.6,9.3,1,0,0,0,2.0,False,0,0,1
9956,0,48.0,8.8,1,0,1,1,2.0,False,0,0,1
9957,1,34.2,0.3,1,0,0,0,3.0,False,1,1,1
9958,1,40.8,2.0,1,0,0,0,3.0,False,0,0,1
9962,0,37.7,7.3,1,0,0,0,1.0,False,0,0,0
9966,0,24.4,3.0,1,0,0,1,2.0,False,1,1,1
9967,0,28.3,7.2,1,1,1,1,2.0,False,1,1,1
9975,0,47.1,8.8,1,0,0,0,2.0,False,0,0,1
9978,1,39.1,11.7,1,0,0,0,3.0,False,0,0,1
9980,0,38.8,18.3,1,0,0,1,2.0,False,0,0,0
9982,0,64.3,,1,0,0,0,2.0,False,0,0,1
9984,0,60.8,,1,0,0,0,2.0,False,0,0,1
9986,0,38.8,5.7,1,0,0,1,1.0,False,0,0,1
9987,0,44.6,0.3,1,0,0,0,1.0,False,0,1,0
9988,0,54.1,5.8,1,0,0,0,2.0,False,1,1,1
9990,2,42.3,6.0,1,0,0,1,4.0,False,0,0,1
9994,1,38.0,9.6,1,1,0,0,3.0,False,0,0,1
9995,0,46.0,9.3,1,0,0,0,1.0,False,0,0,0
9996,0,36.8,13.0,1,0,0,1,2.0,False,1,0,1
9999,2,54.0,30.1,1,0,0,0,4.0,False,0,0,1
10003,0,67.6,,1,0,0,0,2.0,False,1,0,1
10011,1,40.5,8.3,1,1,1,0,3.0,False,1,0,1
10013,1,51.3,7.8,1,1,0,0,2.0,False,0,0,1
10019,0,61.8,,1,0,0,0,2.0,False,0,0,1
10021,0,34.9,4.5,1,0,0,0,2.0,False,0,1,1
10022,2,43.2,21.6,1,1,0,0,4.0,False,0,0,0
10025,0,29.6,3.7,1,0,0,0,2.0,False,1,1,0
10028,0,30.6,9.2,1,0,0,1,2.0,False,0,0,0
10030,0,37.9,2.9,1,0,0,1,2.0,False,0,1,1
10034,0,26.8,0.8,1,1,0,0,1.0,False,0,0,1
10035,0,65.7,,1,0,0,0,2.0,False,1,0,1
10037,1,30.5,5.7,1,1,1,0,2.0,False,0,0,1
10041,0,40.7,,1,0,0,0,1.0,False,0,0,1
10044,0,61.8,,1,0,1,0,1.0,False,0,0,1
10045,3,40.6,4.2,1,0,0,0,5.0,False,0,0,1
10048,0,47.2,6.0,1,1,1,0,2.0,False,0,0,1
10049,0,53.0,2.1,1,0,0,0,2.0,False,1,0,1
10051,3,29.8,5.3,1,0,0,0,5.0,False,1,1,0
10052,0,30.8,9.0,1,0,0,0,1.0,False,1,1,1
10053,0,44.6,4.0,1,0,0,0,2.0,False,0,1,0
10059,1,37.7,12.0,1,0,0,0,3.0,False,0,1,1
10061,0,54.2,6.8,1,1,0,0,2.0,False,1,1,1
10062,0,46.1,4.6,1,0,0,0,1.0,False,0,0,1
10064,0,64.2,,1,0,0,0,2.0,False,0,0,1
10067,0,35.8,2.0,1,0,0,0,2.0,False,1,1,1
10071,2,40.0,13.6,1,1,0,0,4.0,False,1,1,1
10074,0,67.3,,1,0,0,0,1.0,False,0,0,1
10076,1,41.6,4.1,1,0,0,0,3.0,False,1,0,1
10083,0,57.8,0.7,1,0,1,0,1.0,False,0,0,1
10085,1,32.3,3.8,1,0,0,0,3.0,False,0,1,1
10086,0,40.5,1.7,1,0,1,0,2.0,False,0,0,1
10088,0,30.4,4.0,1,0,1,0,2.0,False,0,0,1
10091,1,39.6,1.4,1,0,0,0,2.0,False,0,0,1
10092,0,60.6,,1,0,0,1,2.0,False,0,0,1
10100,0,42.1,3.5,1,1,1,0,2.0,False,1,1,1
10103,2,35.0,13.4,1,0,0,0,4.0,False,0,1,1
10105,0,42.1,15.4,1,0,0,0,2.0,False,1,1,1
10109,0,33.6,2.4,1,0,0,0,2.0,False,0,0,0
10112,0,48.2,5.2,1,1,0,0,1.0,False,0,0,1
10119,0,44.4,8.1,1,1,1,0,2.0,False,0,0,1
10124,2,45.8,15.4,1,0,0,0,4.0,False,0,0,1
10129,2,42.8,2.0,1,0,0,0,4.0,False,0,0,1
10136,2,39.5,18.1,1,1,1,0,4.0,False,0,0,1
10138,0,64.0,,1,0,0,0,2.0,False,1,1,1
10139,0,46.5,4.0,1,0,1,0,2.0,False,0,0,1
10146,2,27.6,4.0,1,0,0,0,4.0,False,1,0,1
10151,0,66.8,,1,0,0,0,1.0,False,0,0,1
10153,0,36.9,15.1,1,0,0,0,2.0,False,0,0,1
10154,0,39.5,1.7,1,0,0,0,1.0,False,0,0,1
10157,0,66.5,,1,0,0,0,2.0,False,0,0,0
10158,0,51.4,5.6,1,0,0,0,2.0,False,0,0,0
10160,0,62.3,,1,0,1,0,2.0,False,1,1,1
10163,0,40.9,6.0,1,0,0,0,2.0,False,0,0,0
10165,1,34.1,6.4,1,0,0,0,3.0,False,0,0,1
10168,0,43.2,13.7,1,0,1,0,1.0,False,0,0,1
10169,0,47.4,13.0,1,0,1,0,2.0,False,0,0,1
10170,0,42.7,8.7,1,0,1,0,2.0,False,0,0,1
10174,0,33.7,7.6,1,0,1,0,2.0,False,0,0,1
10180,0,54.3,,1,0,1,0,2.0,False,0,0,1
10182,1,40.9,4.8,1,0,1,0,3.0,False,0,1,1
10185,0,60.2,,1,0,0,0,1.0,False,0,0,0
10186,0,56.1,,1,0,1,0,1.0,False,0,0,1
10187,2,33.5,6.5,1,0,0,0,4.0,False,0,0,0
10190,0,50.3,0.4,1,1,1,0,2.0,False,0,0,1
10192,0,61.1,1.6,1,0,0,0,2.0,False,0,0,1
10195,0,25.5,4.7,1,1,0,0,1.0,False,1,0,0
10197,0,25.7,7.5,1,1,1,0,2.0,False,1,1,1
10200,0,32.9,10.9,1,1,0,0,2.0,False,0,1,1
10202,0,53.2,17.1,1,0,0,0,2.0,False,0,0,1
10205,3,34.1,12.0,1,1,1,0,5.0,False,1,1,1
10206,0,49.6,8.4,1,0,0,0,1.0,False,1,1,1
10207,1,29.3,2.0,1,0,0,0,2.0,False,0,1,1
10210,1,46.9,7.8,1,0,0,0,3.0,False,0,0,1
10218,0,63.1,,1,0,0,0,2.0,False,0,0,1
10225,0,41.9,0.3,1,0,0,0,1.0,False,0,0,1
10228,2,41.2,6.9,1,0,1,0,4.0,False,1,0,1
10229,0,33.6,10.8,1,0,0,0,2.0,False,0,1,1
10230,1,26.8,7.4,1,1,0,0,3.0,False,0,1,1
10231,0,38.7,6.2,1,0,0,0,2.0,False,0,1,1
10238,0,40.3,5.6,1,0,0,0,1.0,False,0,1,1
10244,2,34.9,4.5,1,0,0,0,4.0,False,1,1,0
10248,0,41.6,3.7,1,0,0,0,2.0,False,0,0,0
10250,0,47.8,6.5,1,0,0,0,2.0,False,1,0,1
10257,0,53.5,5.2,1,0,0,0,1.0,False,0,0,1
10258,0,35.5,1.3,1,0,0,0,2.0,False,0,1,1
10260,0,26.4,4.2,1,0,0,0,2.0,False,1,1,1
10262,2,37.7,1.6,1,0,0,0,4.0,False,1,0,1
10263,1,41.7,8.1,1,1,0,0,3.0,False,1,1,1
10266,1,41.6,2.7,1,0,0,0,3.0,False,0,1,0
10269,0,60.3,,1,0,0,0,1.0,False,0,0,1
10270,0,57.6,4.5,1,0,0,1,2.0,False,0,0,1
10272,0,24.0,5.1,1,1,1,0,1.0,False,1,1,0
10273,0,51.6,7.0,1,0,0,0,1.0,False,0,0,1
10274,0,40.1,16.1,1,0,0,0,1.0,False,1,0,1
10277,0,64.7,,1,0,0,0,2.0,False,0,0,1
10279,1,32.7,10.0,1,0,1,0,3.0,False,1,1,0
10282,1,29.3,9.5,1,0,0,0,3.0,False,1,0,1
10285,2,33.4,0.6,1,0,0,0,4.0,False,1,0,1
10286,3,29.3,4.6,1,0,0,0,5.0,False,0,0,1
10287,0,54.4,0.6,1,0,1,0,2.0,False,0,0,1
10290,0,43.4,1.7,1,0,1,0,1.0,False,1,0,1
10291,0,50.6,19.3,1,0,0,0,2.0,False,0,1,1
10296,1,43.5,7.4,1,0,1,0,3.0,False,0,0,1
10297,0,27.6,6.2,1,0,0,0,1.0,False,0,0,1
10298,1,23.8,2.4,1,1,0,0,3.0,False,1,0,0
10299,0,54.3,4.2,1,0,0,0,1.0,True,0,1,1
10300,0,30.3,6.0,1,1,0,1,2.0,False,0,0,1
10301,0,66.0,,1,0,0,0,2.0,False,0,0,1
10302,2,42.1,15.1,1,1,1,0,4.0,False,0,0,1
10304,0,49.9,1.8,1,0,0,0,2.0,False,0,1,0
10305,2,28.7,0.6,1,0,0,0,4.0,False,1,1,1
10306,0,51.9,4.2,1,0,0,1,1.0,False,0,0,1
10311,0,42.4,1.4,1,0,0,0,2.0,False,0,0,1
10312,0,53.0,,1,0,1,0,2.0,False,0,0,1
10313,0,51.5,3.9,1,1,0,0,2.0,False,1,1,0
10315,2,39.1,1.6,1,0,0,0,4.0,False,1,1,1
10318,0,41.0,6.4,1,0,0,0,2.0,False,0,0,1
10319,2,53.8,,1,0,0,0,4.0,False,1,1,1
10322,0,63.0,,1,0,1,0,2.0,False,0,0,1
10325,0,54.0,4.2,1,0,0,0,2.0,True,0,0,0
10327,0,54.0,4.2,1,0,0,0,2.0,False,0,0,0
10331,1,43.7,8.8,1,0,0,0,3.0,False,0,1,1
10333,0,36.2,2.1,1,1,1,0,2.0,False,0,0,1
10336,0,41.4,15.5,1,0,1,0,2.0,False,0,0,1
10337,0,32.9,5.9,1,1,0,0,2.0,False,0,1,1
10338,0,67.9,,1,0,1,0,2.0,False,0,1,1
10339,1,31.8,6.4,1,0,0,0,3.0,False,0,0,1
10343,0,67.2,,1,0,0,0,1.0,False,0,0,0
10345,0,43.1,8.9,1,1,1,0,2.0,False,0,0,1
10347,0,28.0,9.2,1,1,1,0,1.0,False,0,0,1
10348,0,60.0,,1,0,0,0,2.0,False,1,1,1
10349,1,36.8,6.7,1,0,0,0,2.0,False,0,0,0
10351,0,48.5,1.1,1,0,0,0,2.0,False,1,0,0
10353,1,41.9,3.4,1,0,0,0,3.0,False,1,1,0
10358,0,41.0,5.0,1,1,0,0,2.0,False,0,0,1
10359,1,45.9,25.4,1,0,0,0,2.0,False,0,0,1
10362,0,26.4,5.5,1,0,0,1,1.0,False,1,0,0
10363,0,60.1,,1,0,0,0,1.0,False,1,1,1
10364,0,59.6,,1,0,0,0,2.0,False,0,0,1
10365,1,44.2,11.7,1,0,1,0,3.0,False,1,1,1
10368,0,48.4,2.8,1,0,0,0,2.0,False,1,1,1
10369,0,46.6,15.7,1,0,0,0,2.0,False,0,0,1
10371,0,30.6,3.6,1,1,1,0,1.0,False,1,0,0
10372,0,51.7,,1,0,0,0,2.0,False,0,0,1
10374,0,64.4,,1,0,0,0,2.0,False,0,0,1
10376,0,55.6,,1,0,1,0,1.0,False,0,1,1
10378,3,34.7,0.6,1,0,0,0,5.0,False,1,1,1
10379,2,30.4,1.8,1,0,0,0,4.0,False,1,1,0
10380,0,57.6,38.4,1,0,0,0,2.0,False,0,0,1
10384,0,32.9,13.2,1,0,1,0,2.0,False,1,1,1
10387,0,58.9,8.6,1,0,0,0,2.0,False,0,1,1
10390,0,39.7,2.2,1,0,1,0,2.0,False,1,1,1
10394,0,56.9,6.4,1,0,0,0,2.0,False,0,0,0
10395,0,56.9,6.4,1,0,0,0,2.0,True,0,0,0
10398,0,54.8,14.0,1,1,1,0,2.0,False,0,0,1
10399,0,47.4,3.4,1,0,0,0,2.0,True,1,1,1
10400,0,47.4,3.4,1,0,0,0,2.0,False,1,1,1
10405,2,35.3,5.7,1,1,0,0,4.0,False,0,1,1
10406,0,48.9,1.0,1,0,0,0,2.0,False,1,0,1
10408,0,42.6,15.3,1,1,1,0,2.0,False,0,0,1
10414,0,62.8,,1,0,0,0,2.0,False,0,0,1
10415,0,60.6,,1,0,0,0,2.0,False,0,0,1
10421,0,51.0,8.6,1,0,1,0,2.0,False,1,0,1
10422,0,33.8,5.6,1,0,0,0,2.0,False,0,0,1
10425,3,33.4,13.4,1,1,0,0,5.0,True,0,0,1
10426,3,33.4,13.4,1,1,0,0,5.0,False,0,0,1
10427,0,68.3,,1,0,1,0,1.0,False,0,0,1
10429,0,52.2,3.5,1,0,0,0,2.0,False,0,0,1
10433,0,52.8,5.6,1,0,0,0,1.0,False,0,0,1
10437,0,41.0,1.9,1,1,0,0,2.0,False,0,1,1
10438,1,28.3,7.2,1,0,0,0,2.0,False,0,0,1
10439,0,50.9,3.8,1,0,0,0,1.0,False,0,0,1
10440,0,63.3,,1,0,0,0,2.0,False,1,0,1
10443,0,64.0,,1,0,1,0,2.0,False,1,1,1
10447,0,61.3,4.9,1,0,0,0,1.0,False,0,0,1
10448,0,35.1,6.2,1,1,0,0,1.0,False,0,0,1
10450,2,34.0,4.2,1,0,0,0,4.0,False,0,0,1
10451,0,66.4,,1,0,0,0,1.0,False,0,0,1
10453,1,30.3,1.2,1,1,0,0,3.0,False,1,1,1
10454,0,27.7,0.3,1,0,0,0,1.0,False,1,1,0
10455,0,59.3,8.2,1,1,1,0,2.0,False,1,0,1
